"area_name","section_id","section_name","loc_from","loc_to","lane","length","score_rank","defects_reason","n_deficits","naasra_85","surf_thick","surf_layer_no","surf_material","surf_function","surf_width","rut_lwpmean_85","rut_rwpmean_85","onrc","pave_type","road_use","no_of_bus_routes","no_of_lanes","urban_rural","nzta_hierarchy","adt","heavy_perc","onf_street_category","fwd_d0_85","fwd_sci_85","onf_movement_rank","onf_freight","surf_class","area_m2","pct_poth","pct_flush","pct_allig","pct_lt_crax","pct_shove","pct_rut","pct_scabb","maint_pa_qty","maint_pa_pctlast","maint_su_qty","maint_su_pctlast","onrc_weight","is_roundabout","is_rehab_route","pave_use","road_class","next_surf","maint_su_count","maint_pa_count","msd_remlife_lwp","msd_remlife_rwp","struc_deficit","can_treat","authority","surf_life_expected","surf_date","pave_date","cond_survey_date","roughsegment_date","hsd_date"
"TAURIKURA DRIVE (EASTBOUND)_785_id_2139",2139,"TAURIKURA DRIVE (EASTBOUND)",785,918,"All","133",69.46373993,"Crocodile_Cracking = 26.9 | Construction_Joint = 18.1 | Longitudinal_Cracking = 17.9 | lwpMeanRut = 14 | rwpMeanRut = 11.7 |",5,63.5,4,1,"AC","2",5.9,7.1,7.1,"Arterial","T","Urban Industrial",2,2,"U","ARTERIAL",1700,14,"Urban Connectors",-1,-1,"M3","F4","ac",784.7,0,0,45.1127819548872,3.00751879699248,0,0,0.127437237160698,0,0,0,0,75,FALSE,TRUE,3,"1A","ac",-1,-1,2.17,-1,2.89287701725097,TRUE,"Tauranga CC",8,"2012-05-02","2007-04-26","2023-06-05","2023-06-19","2023-06-19"
"HILLVIEW RD_0_id_1152",1152,"HILLVIEW RD",0,24,"all","24",79.54074443,"naasra = 100 |",1,229.5,8,1,"2CHIP","R",8,6.85,3,"Secondary Collector","T","NoData",0,2,"U","LOCAL",325,2.3,"Local Streets",-1,-1,"M5","F6","seal",192,0,0,0,8.33333333333333,0,0,0,0,0,0,0,40,TRUE,TRUE,1,"unknown","seal",0,0,4.7,-1,-1,TRUE,"Christchurch CC",12,"1992-12-07","1960-07-03","2023-10-07","2023-06-01","2010-08-20"
"REDMOND STREET_206_id_490",490,"REDMOND STREET",206,250,"All","44",9.641567102,"Construction_Joint = 100 |",1,135,25,1,"AC","R",6.6,2.55,4.1,"Access","T","Unknown",0,1,"U","ACCESS",174,3.73,"Local Streets",-1,-1,"M5","F7","ac",290.4,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,FALSE,1,"5","seal",-1,-1,-1,-1,-1,FALSE,"Tauranga CC",8,"2021-02-07","1975-02-15","2023-06-23","2023-08-20","2023-08-20"
"SPEARGRASS GROVE (24-32)_00000",262,"SPEARGRASS GROVE (24-32)",0,84,"All","84",50,"none",0,113,25,2,"AC","R",4.6,3,3,"Low Volume","T","NoData",0,2,"U","NoData",39,3,"Local Streets",1517,406,"NoData","NoData","ac",386,0,0,0,0,0,0,0,0,0,0,0,30,FALSE,TRUE,1,"NoData","ac",0,0,-1,-1,-1,TRUE,"Upper Hutt CC",8,"2016-10-21","1975-11-27","2023-02-08","2023-11-27","2023-11-27"
"RICHARD PEARSE DRIVE_726_id_773",773,"RICHARD PEARSE DRIVE",726,839,"all","113",39.98181267,"naasra = 100 |",1,114.8,10,4,"2CHIP","R",13.5,7.3,5.3,"Secondary Collector","T","NoData",0,2,"U","COLLECTOR",1493,6.19,"Activity Streets",1715.27,476.58,"M4","F6","seal",1525.5,0,0,0,0,0,0,0,0,0,0,0,40,FALSE,TRUE,3,"unknown","seal",-1,-1,32.87,-1,2.4941833255332,TRUE,"Timaru DC",12,"2018-06-01","1979-07-22","2021-06-26","2023-06-30","2023-06-30"
"SYMES ROAD_105_id_671",671,"SYMES ROAD",105,253,"all","148",47.6532567,"none",0,123.15,5,1,"1CHIP","R",3.9,7.3,3,"Low Volume","T","NoData",0,2,"R","LOCAL",50,10,"Stopping Places",-1,-1,"M5","F8","seal",577.2,0,0,0,0,0,0,0,0,0,0,0,20,FALSE,FALSE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Ashburton DC",12,"2004-09-14","1956-07-07","2023-10-07","2023-05-25","2019-09-08"
"ARMAGH ST 1 WEST FITZGERALD AVE_576_id_116",116,"ARMAGH ST 1 WEST FITZGERALD AVE",576,602,"all","26",78.73663268,"naasra = 100 |",1,253,50,1,"AC","R",14,3,7.75,"Primary Collector","T","NoData",0,2,"U","LOCAL",3000,1,"Main Streets",-1,-1,"M2","F5","ac",364,0,0,0,0,0,0,0,0,0,0,0,50,TRUE,TRUE,5,"1B","ac",0,0,42.11,-1,2.1852978538477,TRUE,"Christchurch CC",8,"2021-09-18","1981-07-03","2023-10-07","2023-06-01","2010-08-20"
"BROCKWORTH PL 1 OFF DEANS AVE_145_id_363",363,"BROCKWORTH PL 1 OFF DEANS AVE",145,170,"all","25",42.75055956,"naasra = 100 |",1,241.35,75,1,"INBLK","R",8,1.55,1.55,"Low Volume","T","NoData",0,2,"U","LOCAL",372,4,"Local Streets",-1,-1,"M5","F8","block",200,0,0,0,0,0,0,0.5,0,0,0,0,20,TRUE,TRUE,1,"unknown","block",0,0,-1,-1,-1,TRUE,"Christchurch CC",50,"1997-07-14","1941-06-22","2023-10-07","2023-06-01","2019-09-08"
"RANDOLPH ST_365_id_1980",1980,"RANDOLPH ST",365,468,"all","103",12.25234187,"naasra = 100 |",1,208.3,8,1,"2CHIP","1",9,4,2,"Access","T","NoData",0,2,"U","LOCAL",644,5,"Local Streets",-1,-1,"M5","F7","seal",927,0.75512405609493,0,1.94174757281553,0,0,0,0.862998921251348,0,0,0,0,35,TRUE,TRUE,1,"unknown","seal",0,0,38.96,-1,2.29059971919503,TRUE,"Christchurch CC",12,"2008-08-16","2008-07-10","2023-10-07","2022-05-14","2010-08-20"
"BLACK BEECH ST. SOUTH_00000",145,"BLACK BEECH ST. SOUTH",0,290,"All","290",50,"none",0,191,8,2,"RACK4","R",7,6,4,"Low Volume","T","NoData",0,2,"U","NoData",370,3,"Local Streets",510,130,"NoData","NoData","seal",2030,0,0,0,0,0,0,0,0,0,0,0,30,FALSE,TRUE,2,"NoData","seal",0,0,-1,-1,-1,TRUE,"Upper Hutt CC",12,"2013-03-16","1977-11-26","2023-02-08","2023-11-27","2023-11-27"
"GEORGE ST_0_id_5373",5373,"GEORGE ST",0,324,"All","324",57.18404613,"none",0,155.75,8,1,"2CHIP","R",8.8,3.7,3,"Access","T","NoData",0,2,"U","ACCESS",581,1,"Local Streets",-1,-1,"M4","F7","seal",2851.2,0,0,0,0.617283951,0,0,0.035072952,0,0,0,0,35,FALSE,TRUE,2,"unknown","seal",0,0,-1,-1,-1,TRUE,"Invercargill CC",12,"2018-11-27","1961-10-14","2021-07-18","2022-07-11","2022-07-11"
"KELVIN ST_0_id_5434",5434,"KELVIN ST",0,131,"All","131",57.18404613,"none",0,102.75,35,2,"AC","R",13.4,4.05,5,"Primary Collector","S","NoData",0,2,"U","PRIMARY COLLECTOR",5670,3,"Main Streets",-1,-1,"M2","F5","ac",1755.4,0,0,0,17.55725191,0,0,0,0,0,0,0,50,FALSE,TRUE,3,"unknown","ac",0,0,-1,-1,-1,TRUE,"Invercargill CC",8,"2003-11-27","1985-03-30","2021-07-22","2022-07-07","2022-07-07"
"STAUNTON RD_123_id_5186",5186,"STAUNTON RD",123,156,"All","33",57.18404613,"none",0,109.7,10,2,"2CHIP","R",10.10148883,6,4,"Access","B","NoData",0,1,"R","ACCESS",78,6,"Rural Roads",-1,-1,"M5","F7","seal",333.3491315,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,TRUE,1,"unknown","seal",0,0,-1,-1,-1,TRUE,"Invercargill CC",12,"2007-11-27","1970-09-26","2021-08-02","2022-07-11","2022-07-11"
"TUARANGI ROAD_500_id_602",602,"TUARANGI ROAD",500,631,"all","131",47.6532567,"naasra = 100 |",1,123.15,8,1,"2CHIP","R",6.5,7.3,3,"Low Volume","T","NoData",0,2,"U","LOCAL",140,7,"Local Streets",-1,-1,"M5","F8","seal",851.5,0,0,0,0,0,0,1.13960114,0,0,0,0,20,FALSE,FALSE,1,"5","seal",0,0,-1,-1,-1,TRUE,"Ashburton DC",12,"2014-07-15","1956-07-07","2023-10-07","2023-06-01","2019-09-08"
"STEAD ST_2315_id_5130",5130,"STEAD ST",2315,2568,"All","253",57.18404613,"none",0,109.95,30,3,"AC","R",11.8,2.25,4,"Arterial","S","NoData",0,2,"U","ARTERIAL",9667,12,"Urban Connectors",-1,-1,"M1","F4","ac",2985.4,0,0,0,0,0,0,0,0,0,0,0,75,FALSE,TRUE,3,"unknown","ac",0,0,-1,-1,-1,TRUE,"Invercargill CC",8,"2011-11-27","1957-06-22","2021-07-25","2022-07-11","2020-10-02"
"KERRIGAN CRESCENT_00003",607,"KERRIGAN CRESCENT",3,188,"All","185",50,"none",0,98,25,2,"AC","R",5.6,3,3,"Low Volume","T","NoData",0,2,"U","NoData",101,3,"Local Streets",330,110,"NoData","NoData","ac",1036,0,0,0,0,0,0,0,0,0,0,0,30,FALSE,TRUE,2,"NoData","ac",0,0,-1,-1,-1,TRUE,"Upper Hutt CC",8,"2019-11-27","2018-11-27","2023-11-27","2023-11-27","2023-11-27"
"BANK ST_00000",1030,"BANK ST",0,688,"All","688",50,"none",0,172.65,8,4,"RACK4","R",9.8,8,5,"Secondary Collector","T","NoData",0,2,"U","LOCAL",815,3.8,"Local Streets",546,182,"M4","F6","seal",6742,0.003695492,1.77383592,0,0,0.362318841,0,0.96082779,0,0,0,0,60,FALSE,TRUE,3,"unknown","seal",0,0,-1,-1,-1,TRUE,"Hurunui DC",12,"2016-11-26","1975-11-27","2022-11-27","2022-08-13","2023-11-27"
"FORTH ST_130_id_5366",5366,"FORTH ST",130,381,"All","251",5.285920231,"Trench Settlement - AC Level = 54.5 | Service cover adjustment = 45.5 |",2,199.7,50,2,"AC","R",23.7,6,4.65,"Secondary Collector","S","NoData",0,4,"U","SECONDARY COLLECTOR",429,8,"Local Streets",-1,-1,"M4","F6","ac",5948.7,0.004202599,0,1.992031873,183.2669323,0,0,0,0,0,0,0,40,FALSE,TRUE,1,"unknown","ac",0,0,-1,-1,-1,TRUE,"Invercargill CC",8,"2003-11-27","1967-07-29","2021-07-22","2022-07-07","2022-07-07"
"TAIPARI STREET_593_id_568",568,"TAIPARI STREET",593,833,"All","240",53.62600722,"Patching = 60.4 | msd_lwp_remlife = 21.3 | Construction_Joint = 18.3 |",3,124.75,9,1,"RACK","R",8.38399056285811,3.25,3,"Secondary Collector","T","Unknown",0,2,"U","SECONDARY COLLECTOR",716,4.12,"Local Streets",-1,-1,"M4","F6","seal",2012.15773508595,0,0,0,0,0,0,0,0,0,0,0,40,FALSE,FALSE,3,"4","seal",-1,-1,10.11,-1,1.99095861390633,TRUE,"Tauranga CC",12,"2010-06-15","1983-04-22","2023-06-12","2023-07-04","2023-07-04"
"OLIVE STREET_7_id_289",289,"OLIVE STREET",7,176,"All","169",81.23011665,"naasra = 100 |",1,180,11,1,"2CHIP","R",13,6,3,"Access","T","NoData",0,2,"U","LOCAL",215,4,"Local Streets",-1,-1,"M5","F8","seal",2197,0,0,0,0,0,0.591715976331361,0,0,0,0,0,35,FALSE,FALSE,2,"unknown","seal",-1,-1,-1,-1,-1,TRUE,"Masterton DC",12,"2022-05-03","1997-11-05","2022-03-27","2022-04-11","2022-04-11"
"CASHMERE RD 1 EAST HENDERSONS RD_1840_id_457",457,"CASHMERE RD 1 EAST HENDERSONS RD",1840,1862,"all","22",42.75055956,"none",0,182.6,25,1,"AC","R",10.7,2.55,2,"Arterial","T","NoData",0,2,"U","MINOR ARTERIAL",10973,4,"Urban Connectors",-1,-1,"M3","F4","ac",235.4,0,0,0,0,0,0,0,0,0,0,0,75,TRUE,TRUE,5,"2","ac",0,0,21.25,-1,2.82792803117121,TRUE,"Christchurch CC",8,"2004-04-14","1931-06-27","2023-10-07","2023-06-01","2010-08-20"
"MARONAN ROAD_16550_id_371",371,"MARONAN ROAD",16550,16992,"all","442",47.6532567,"Stabilisation = 100 |",1,83.75,11,1,"RACK","2",7.5,6,5,"Secondary Collector","T","NoData",0,2,"R","PRINCIPAL",1010,13,"Rural Connectors",1042.95,-1,"M3","F6","seal",3315,0,0,0,0,0,0,0.4,0,0,0,0,40,FALSE,TRUE,2,"unknown","seal",0,0,2,-1,-1,TRUE,"Ashburton DC",12,"2021-08-09","2018-08-09","2023-10-07","2022-05-17","2019-09-08"
"GALLAGHER DR_0_id_3989",3989,"GALLAGHER DR",0,30,"all","30",42.75055956,"none",0,106.9,11,1,"2CHIP","1",12,1,1.1,"Secondary Collector","T","NoData",0,2,"U","LOCAL",400,4,"Local Streets",-1,-1,"M5","F6","seal",360,0,0,0,0,0,0,0,0,0,0,0,40,TRUE,TRUE,1,"unknown","seal",0,0,20.21,-1,-1,TRUE,"Christchurch CC",12,"2015-07-19","2014-07-18","2023-10-07","2022-05-14","2010-08-20"
"BEACH ROAD EAST_300_id_5069",5069,"BEACH ROAD EAST",300,400,"all","100",89.78288633,"naasra = 100 |",1,52.8,11,1,"B/S","R",7,4,3.65,"Primary Collector","T","NoData",0,2,"U","PRINCIPAL",1200,14,"Rural Connectors",1562.9,-1,"M3","F5","seal",700,0.035714286,0,0,2,0,0,0,396.6667,0,0,0,50,FALSE,FALSE,5,"4","seal",0,0,2,-1,2.91652754590985,TRUE,"Ashburton DC",12,"2010-04-22","1956-07-07","2023-10-07","2023-05-28","2010-08-20"
"LARK PLACE_5_id_2082",2082,"LARK PLACE",5,69,"All","64",46.84634621,"Construction_Joint = 51.4 | Mechanical_Damage = 45.4 | Longitudinal_Cracking = 3.2 |",3,80,25,1,"AC","2",5.8,2,3.9,"Low Volume","T","Unknown",0,2,"U","LOW VOLUME",60,3.93,"Local Streets",-1,-1,"M5","F8","ac",371.2,0,0,0,5,0,0,0,0,0,0,0,20,FALSE,FALSE,1,"5","seal",-1,-1,-1,-1,-1,TRUE,"Tauranga CC",8,"2006-02-15","2006-02-15","2023-05-28","2023-08-20","2023-08-20"
"KOTARE LANE_126_id_5715",5715,"KOTARE LANE",126,440,"all","314",14.45743182,"naasra = 100 |",1,202.5,30,1,"AC","2",6,3.7,0.35,"Low Volume","T","NoData",0,2,"U","LOCAL",100,2,"Peri-urban Roads",-1,-1,"M5","F8","ac",1884,0,0,2.54777070063694,0,0,0,0,0,0,0,0,20,TRUE,TRUE,2,"1A","ac",0,0,23.12,-1,1.4995588519121,TRUE,"Christchurch CC",8,"2010-07-18","2007-06-30","2023-10-07","2023-06-01","2019-09-08"
"MEANDER DRIVE_577_id_385",385,"MEANDER DRIVE",577,742,"All","165",47.29091414,"Ravelling/Chip_Loss = 52.7 | Construction_Joint = 46.1 | Longitudinal_Cracking = 1.2 |",3,57,30,1,"AC","2",7.6,3.15,3,"Low Volume","T","Unknown",0,2,"U","LOW VOLUME",160,3.93,"Local Streets",-1,-1,"M5","F8","ac",1254,0,0,0,5,0,0,0,0,0,0,0,20,FALSE,FALSE,2,"5","seal",-1,-1,-1,-1,-1,TRUE,"Tauranga CC",8,"1999-02-15","1999-02-11","2023-05-28","2023-06-16","2023-08-20"
"WIGRAM RD1_1200_id_2621",2621,"WIGRAM RD1",1200,1475,"all","275",65.40661527,"naasra = 68.7 | POTFILL = 31.3 |",2,131.65,8,1,"2CHIP","R",12,5.9,4,"Arterial","T","NoData",0,2,"R","MINOR ARTERIAL",9302,5.7,"Urban Connectors",728.1,-1,"M3","F4","seal",3300,0.189393939393939,2.90909090909091,7.63636363636364,0,0.727272727272727,0,0,0,0,0,0,75,TRUE,TRUE,5,"2","seal",0,0,0.53,-1,3.1875,TRUE,"Christchurch CC",12,"2016-06-15","2016-05-20","2023-10-07","2023-05-28","2019-09-08"
"RICHARD PEARSE A.L._8_id_1043",1043,"RICHARD PEARSE A.L.",8,155,"all","147",62.8372234,"none",0,167,7,2,"2CHIP","R",5.2,9,6,"Low Volume","T","NoData",0,2,"U","LOCAL",41,12.07,"NoData",-1,-1,"NoData","NoData","seal",764.4,0,0,0,0,0,0,0,0,0,0,0,20,FALSE,TRUE,2,"NoData","seal",-1,-1,-1,-1,-1,TRUE,"Timaru DC",12,"2016-07-07","1994-07-26","2021-06-26","2021-09-25","2021-09-25"
"WICKHAM PLACE_178_id_663",663,"WICKHAM PLACE",178,205,"All","27",27.42428452,"rwpMeanRut = 100 |",1,187.75,25,1,"AC","R",7.7,2.25,5,"Low Volume","T","Unknown",0,2,"U","LOW VOLUME",170,3.93,"Local Streets",-1,-1,"M5","F8","ac",207.9,0,0,0,22.2222222222222,0,0,0,0,0,0,0,20,FALSE,FALSE,2,"5","seal",-1,-1,-1,-1,-1,FALSE,"Tauranga CC",8,"2008-01-17","1983-01-17","2023-06-16","2023-07-04","2023-07-04"
"AITKEN STREET_681_id_8",8,"AITKEN STREET",681,704,"all","23",14.49553001,"naasra = 100 |",1,73.65,11,1,"2CHIP","R",13.3,5.35,3,"Access","T","NoData",0,2,"U","COLLECTOR",370,1,"Local Streets",-1,-1,"M4","F7","seal",305.9,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,FALSE,2,"4","seal",0,0,6.64,-1,-1,TRUE,"Ashburton DC",12,"2001-06-11","1956-07-07","2023-10-07","2023-06-01","2019-09-08"
"OWLES TCE_388_id_1819",1819,"OWLES TCE",388,444,"all","56",64.66053221,"naasra = 100 |",1,192.75,9,1,"2CHIP","R",12,4.95,4.85,"Primary Collector","T","NoData",0,2,"U","COLLECTOR",2500,4,"Urban Connectors",930.9,-1,"M3","F5","seal",672,0,3.57142857142857,0,0,0,0,0,0,0,0,0,50,TRUE,TRUE,3,"unknown","seal",0,0,15,-1,-1,TRUE,"Christchurch CC",12,"2021-09-07","2016-12-11","2023-10-07","2023-06-01","2010-08-20"
"HOODS ROAD_99_id_288",288,"HOODS ROAD",99,555,"all","456",47.6532567,"none",0,116.3,5,1,"1CHIP","R",6.8,3.55,7.1,"Secondary Collector","T","NoData",0,2,"U","LOCAL",265,15,"Rural Roads",1342.1,-1,"M4","F6","seal",3100.8,0,0,17,4,1,0,1.029411765,0,0,0,0,40,FALSE,TRUE,3,"unknown","seal",0,0,11.52,-1,2.84110703644281,TRUE,"Ashburton DC",12,"2014-07-15","1956-07-07","2023-10-07","2022-05-21","2010-08-20"
"THE PARADE_00000",1610,"THE PARADE",0,310,"All","310",50,"none",0,154,9,3,"2CHIP4","R",6.8,7,4,"Access","T","NoData",0,2,"U","LOCAL",200,7,"Peri-urban Roads",573,191,"M5","F7","seal",2108,0,0,0,0,0.403225806,0,0.236966825,0,0,0,0,40,FALSE,TRUE,2,"unknown","seal",0,0,-1,-1,-1,TRUE,"Hurunui DC",12,"2019-11-27","1983-11-27","2022-11-27","2022-08-16","2023-11-27"
"TAYLOR STREET (TU)_0_id_922",922,"TAYLOR STREET (TU)",0,158,"all","158",62.8372234,"none",0,211.75,7,1,"2CHIP","R",7.5,6,3,"Access","T","NoData",0,2,"U","LOCAL",242,3.77,"Local Streets",-1,-1,"M4","F7","seal",1185,0,0,0,0,0,0,0,0,0,0,0,35,FALSE,TRUE,1,"unknown","seal",-1,-1,-1,-1,-1,TRUE,"Timaru DC",12,"2020-08-16","1961-07-18","2021-07-11","2021-09-22","2021-09-22"
"KAIMANAWA STREET_215_id_268",268,"KAIMANAWA STREET",215,264,"All","49",76.13225896,"Mill & Fill - Shear Failure = 34.8 | Mill & Fill - Fatigue Cracking = 23.8 | Sealed_Crack/Joint = 20 | lwpMeanRut = 11 |",4,159.95,0,1,"RACK","R",10.5,4.9,3,"Access","T","Unknown",0,2,"U","ACCESS",400,3.73,"Local Streets",-1,-1,"M4","F7","seal",514.5,1.19047619047619,0,7.5,30,0,0,0.476190476190476,0,0,0,0,35,FALSE,FALSE,2,"4","seal",0,7,-1,-1,-1,FALSE,"Tauranga CC",12,"2005-02-04","1971-02-04","2023-06-01","2023-06-16","2023-06-16"
"FORTUNE LANE_00000",367,"FORTUNE LANE",0,129,"All","129",50,"none",0,113,25,2,"AC","R",6.1,6,4,"Low Volume","T","NoData",0,2,"U","NoData",131,3,"Local Streets",867,293,"NoData","NoData","ac",787,0,0,0.653,0,0,0,0,0,0,0,0,30,FALSE,TRUE,2,"NoData","ac",0,0,-1,-1,-1,TRUE,"Upper Hutt CC",8,"2011-07-04","1966-11-27","2023-11-27","2023-11-27","2023-11-27"
